name,tags
OXENFREE II: Lost Signals,"Thriller,Supernatural,Adventure,Mystery,Story Rich,Exploration,Female Protagonist,Choose Your Own Adventure,Side Scroller,Interactive Fiction,Horror,Point & Click,Walking Simulator,Choices Matter,Narrative,Visual Novel,Multiple Endings,Dark Comedy,Singleplayer,Psychological Horror"
,
"Warhammer 40,000: Gladius - Relics of War","Strategy,Turn-Based Strategy,Warhammer 40K,4X,Turn-Based,Hex Grid,Sci-fi,Turn-Based Tactics,Multiplayer,Wargame,Singleplayer,Tactical,Turn-Based Combat,War,Grand Strategy,Co-op,Replay Value,Great Soundtrack,Military,Games Workshop"
Battle Brothers,"Tactical RPG,Turn-Based Combat,Strategy,Medieval,RPG,Open World,Sandbox,Turn-Based Strategy,Replay Value,Procedural Generation,Roguelite,Perma Death,Difficult,Turn-Based,Tactical,Turn-Based Tactics,Fantasy,Character Customization,2D,CRPG"
Pathfinder: Wrath of the Righteous - Enhanced Edition,"Party-Based RPG,Class-Based,Difficult,Violent,Choose Your Own Adventure,Exploration,Open World,Stylized,RPG,Atmospheric,CRPG,Turn-Based Combat,Story Rich,Fantasy,Character Customization,Isometric,Choices Matter,Dark Fantasy,Dragons,Medieval"
Bloodhound,"Action,Shooter,FPS,3D,Dark,Gore,Singleplayer,PvE,Demons,Horror,Indie,Retro,Fast-Paced,Action-Adventure,Adventure,Violent,Atmospheric,Blood,Difficult,First-Person"
Shop Titans,"Free to Play,Simulation,RPG,Adventure,Casual,Management,Base Building,Multiplayer,Crafting,Economy,Singleplayer,Medieval,Addictive,Fantasy,Relaxing,Cute,Colorful,Family Friendly,Beautiful,Fighting"
Astro Colony,"Early Access,Automation,Resource Management,Space,Base Building,Sandbox,Exploration,Crafting,3D,Flight,Open World,Building,Action-Adventure,Space Sim,Voxel,Procedural Generation,Mars,First-Person,Management,Survival"
MageQuit,"Action,Indie,Strategy,Multiplayer,MOBA,Local Multiplayer,PvP,Magic,Competitive,Physics,4 Player Local"
,
A Little to the Left,"Puzzle,Wholesome,Relaxing,Casual,Cute,Funny,2D,Colorful,Cats,Logic,Hand-drawn,Singleplayer,Cozy,Indie,Hidden Object,Linear,Family Friendly,Pixel Graphics,Multiplayer,Point & Click"
West Hunt,"Social Deduction,Party Game,PvP,Multiplayer,Online Co-Op,Team-Based,Stealth,Funny,Survival,Detective,Strategy,Western,Assassin,Competitive,Casual,Third-Person Shooter,Action RPG,3D,Indie,Third Person"
PROJECT: PLAYTIME,"Multiplayer,Survival Horror,Horror,Puzzle,Online Co-Op,Team-Based,Romance,3D,Cute,Character Customization,First-Person,Dark,Psychological Horror,Action,Lore-Rich,Atmospheric,Exploration,Early Access,Third Person,Realistic"
American Truck Simulator,"Automobile Sim,Driving,Open World,Transportation,Simulation,America,Realistic,Moddable,Relaxing,Exploration,Economy,Atmospheric,Management,Immersive Sim,Multiplayer,Singleplayer,Adventure,Casual,Family Friendly,Level Editor"
People Playground,"Sandbox,Physics,Gore,Violent,Blood,Moddable,2D,Singleplayer,Destruction,Simulation,Funny,Building,Pixel Graphics,Psychological Horror,Indie,Casual,Action,Horror,Comedy,Choose Your Own Adventure"
SCUM,"Survival,Open World Survival Craft,Multiplayer,Open World,Zombies,Massively Multiplayer,Nudity,Action,Early Access,Adventure,Realistic,Crafting,Singleplayer,FPS,Violent,PvP,Gore,Third Person,Indie,RPG"
Halls of Torment,"Early Access,Bullet Hell,Dark Fantasy,Action,RPG,Roguelike,Action RPG,Arcade,2D Fighter,Hack and Slash,Arena Shooter,2.5D,2D,Isometric,Pixel Graphics,Atmospheric,Top-Down,Dark,Demons,Fantasy"
Caliber,"Multiplayer,Co-op,Shooter,Third-Person Shooter,PvE,PvP,Action,Tactical,Team-Based,Third Person,Character Customization,3D,eSports,Gun Customization,Class-Based,Massively Multiplayer,Realistic,Sniper,Atmospheric,Thriller"
Starship Troopers: Extermination,"Action,Online Co-Op,Sci-fi,First-Person,FPS,Combat,Co-op,Multiplayer,Arcade,Aliens,Wargame,PvE,Space,Shooter,Base Building,Arena Shooter,Class-Based,Early Access,3D,Realistic"
Rebel Inc: Escalation,"Strategy,Simulation,Casual,Political Sim,Indie,Military,Political,War,Management,Tactical,Diplomacy,Singleplayer,Realistic,Real-Time with Pause,RTS,Addictive,Replay Value,Sandbox,Great Soundtrack,Economy"
Isonzo,"War,Indie,Simulation,Atmospheric,PvP,Realistic,Military,First-Person,Historical,FPS,World War I,Shooter,Action,Tactical,Multiplayer,Combat,Singleplayer,Strategy,Education,Cinematic"
DEATH STRANDING DIRECTOR'S CUT,"Story Rich,Open World,Walking Simulator,Adventure,Atmospheric,Action,Exploration,Singleplayer,Great Soundtrack,Third Person,Cinematic,Post-apocalyptic,Sci-fi,Action-Adventure,Horror,Relaxing,Combat,Multiplayer,Third-Person Shooter,Stealth"
Fishing Planet,"Fishing,Free to Play,Multiplayer,Simulation,Sports,Relaxing,Realistic,Massively Multiplayer,First-Person,Co-op,Open World,Singleplayer,Online Co-Op,Family Friendly,Adventure,Casual,VR,Action,MMORPG,FPS"
Limbus Company,"Lore-Rich,RPG,Story Rich,Turn-Based Tactics,Strategy RPG,Turn-Based Combat,Strategy,Anime,Singleplayer,Visual Novel,PvE,Action,Turn-Based Strategy,2D,Dark Fantasy,Free to Play,Roguelite,Sci-fi,Colorful,Cartoon"
Temporian,"Survival,Building,Card Game,God Game,Management,Turn-Based Strategy,Singleplayer,Multiplayer,Tabletop,Puzzle,2D,Top-Down,Historical,Choices Matter,Multiple Endings,Casual,Text-Based,Family Friendly,Crafting,Resource Management"
Diplomacy is Not an Option,"Early Access,Strategy,Tower Defense,City Builder,Colony Sim,Sandbox,War,RTS,Base Building,Medieval,Action RTS,Procedural Generation,Military,Colorful,Stylized,Building,Survival,Physics,Combat,3D"
Ravenfield,"FPS,War,Singleplayer,Shooter,Action,Military,First-Person,Sandbox,Early Access,Funny,Team-Based,Tactical,Strategy,Indie,Physics,Simulation,Moddable,Realistic,Atmospheric,Adventure"
My Summer Car,"Automobile Sim,Simulation,Driving,Open World,Survival,Realistic,Building,First-Person,Racing,Singleplayer,Early Access,Funny,Sandbox,Difficult,Perma Death,Comedy,Indie,Adventure,Puzzle,Memes"
Sally Face - Episode One,"Story Rich,Psychological Horror,Dark,Indie,Horror,Adventure,Mystery,Atmospheric,Puzzle,Singleplayer,Point & Click,Narrative,Hand-drawn,Supernatural,Emotional,2D,Interactive Fiction,Demons,Dark Humor,Casual"
Northgard,"Strategy,City Builder,Simulation,RTS,Base Building,Building,Colony Sim,4X,Tactical,Economy,Management,War,Moddable,PvP,PvE,Singleplayer,Multiplayer,Co-op,Vikings,Resource Management"
Stronghold Crusader HD,"Real Time Tactics,City Builder,Colony Sim,Medieval,Building,Base Building,Sandbox,War,Management,Military,Economy,RTS,Real-Time,Strategy,Isometric,Open World,Resource Management,Historical,2D,Simulation"
,Gore
My Time At Portia,"RPG,Life Sim,Open World,Farming Sim,Crafting,Simulation,Casual,Adventure,Singleplayer,Agriculture,Building,Sandbox,Indie,Relaxing,Mining,Exploration,Survival,Cartoony,Post-apocalyptic,Female Protagonist"
Naval Action,"Naval Combat,Sailing,Pirates,Naval,Open World,MMORPG,PvP,RPG,Sandbox,Military,Historical,Massively Multiplayer,War,Realistic,Crafting,Simulation,Economy,Survival,Combat,Trading"
Shadows of Doubt,"Early Access,Immersive Sim,Detective,Sandbox,Noir,Voxel,Stealth,Procedural Generation,Puzzle,First-Person,Action,Singleplayer,Open World,Cyberpunk,RPG,Adventure,Indie,Action RPG,Pixel Graphics,Atmospheric"
We Were Here Together,"Story Rich,Online Co-Op,Co-op Campaign,Puzzle,Escape Room,Exploration,Adventure,Linear,Action-Adventure,Co-op,Multiplayer,Horror,Investigation,Mystery,First-Person,Atmospheric,Psychological Horror,Dark,Casual,Indie"
Beholder,"Dystopian,Choices Matter,Political Sim,Strategy,Simulation,Atmospheric,Singleplayer,Dark,Story Rich,Multiple Endings,Political,Point & Click,Dark Humor,Indie,Great Soundtrack,3D,Adventure,2D,RPG,Violent"
Necromunda: Hired Gun,"Action,Adventure,Warhammer 40K,Shooter,FPS,Gore,First-Person,Singleplayer,Violent,Action-Adventure,Games Workshop,Combat,Dog,Character Customization,Female Protagonist,Looter Shooter,Cyberpunk,Open World,Nudity,Multiplayer"
Shadows of Forbidden Gods,"Strategy,Simulation,God Game,Grand Strategy,Turn-Based Strategy,Outbreak Sim,Political Sim,2D,Top-Down,Conspiracy,Crime,Dark,Dark Fantasy,Destruction,Dystopian,Economy,Fantasy,Gothic,Horror,Illuminati"
Subnautica: Below Zero,"Open World Survival Craft,Survival,Underwater,Open World,Singleplayer,Exploration,Horror,Base Building,Adventure,Crafting,First-Person,Survival Horror,Aliens,Sci-fi,Multiplayer,Atmospheric,Story Rich,Early Access,Great Soundtrack,Sandbox"
Feudal Friends,"Online Co-Op,Multiplayer,RPG,Co-op,Casual,4 Player Local,Action Roguelike,Building,Team-Based,Simulation,Funny,Party-Based RPG,Roguelite,Colorful,Singleplayer,Base Building,Management,Tower Defense,Strategy,Cute"
MONOPOLY Poker,"Casual,Multiplayer,Free to Play,Board Game,Simulation,Gambling,Strategy,Card Game,Turn-Based Tactics,PvP,3D,2D"
Sifu,"Action,Beat 'em up,Martial Arts,Difficult,Third Person,Singleplayer,Crime,Souls-like,Swordplay,Blood,Indie,Dark,Action Roguelike,Dark Fantasy,War,Action RPG,Hack and Slash,Action-Adventure,Arcade,Fighting"
Totally Accurate Battle Simulator,"Sandbox,Simulation,Funny,Physics,Singleplayer,War,Indie,Adventure,Realistic,Strategy,Colorful,Fantasy,3D,Comedy,Action,Historical,Family Friendly,Cute,Wargame,Memes"
Terra Invicta,"Strategy,Simulation,Grand Strategy,Space,Sci-fi,Historical,4X,War,Tactical,Management,Sandbox,RTS,Military,Real-Time with Pause,Singleplayer,Moddable,Economy,Building,Atmospheric,Early Access"
Deceit,"PvP,Horror,Multiplayer,Social Deduction,Free to Play,Choices Matter,FPS,Shooter,First-Person,Strategy,Psychological Horror,Funny,Action,Zombies,Psychological,Mystery,Atmospheric,Survival,Survival Horror,Co-op"
Torchlight: Infinite,"RPG,Hack and Slash,Loot,Action RPG,Action,Adventure,Combat,Dungeon Crawler,Action-Adventure,Multiplayer,Top-Down,Singleplayer,Drama,Fantasy,Free to Play,Story Rich,Character Customization,Time Travel,Co-op,Magic"
Ghost Exile,"Horror,Online Co-Op,Multiplayer,Co-op,Psychological Horror,Action,Perma Death,Choices Matter,First-Person,Early Access,Atmospheric,Indie,PvE,3D,Team-Based,Singleplayer,VR"
Coreborn: Nations of the Ultracore,"Early Access,Sandbox,PvE,Multiplayer,Action-Adventure,Building,Action,Third Person,3D,Exploration,Relaxing,Open World,Survival,Fantasy,Colorful,Character Customization,Lore-Rich,Combat,Gun Customization,Loot"
Flatout 3: Chaos & Destruction,"Psychological Horror,Combat Racing,Racing,Automobile Sim,Horror,Destruction,Multiplayer,Violent,Vehicular Combat,Memes,Singleplayer,Illuminati,Hentai,NSFW,Gore,Comedy,Sexual Content,Action,Survival Horror,Driving"
NEBULOUS: Fleet Command,"Strategy,Simulation,RTS,War,Tactical,Space,Grand Strategy,Sci-fi,Military,Action,4X,Sandbox,Singleplayer,Multiplayer,Co-op,Moddable,Historical,Real Time Tactics,Atmospheric,Early Access"
Necesse,"Open World Survival Craft,Survival,Sandbox,Base Building,Building,Open World,Crafting,Adventure,Action,Early Access,Strategy,City Builder,Multiplayer,Singleplayer,Co-op,Exploration,2D,Online Co-Op,Atmospheric,Replay Value"
Trine 4: The Nightmare Prince,"Puzzle Platformer,Online Co-Op,Local Co-Op,Action-Adventure,Beautiful,Fantasy,Co-op,2.5D,Platformer,Multiplayer,Adventure,Puzzle,Action,Atmospheric,Local Multiplayer,Great Soundtrack,Stylized,Indie,Singleplayer,RPG"
Do Not Feed the Monkeys 2099,"Dystopian,Choices Matter,Life Sim,Strategy,Multiple Endings,Management,Dark Humor,Funny,Resource Management,Simulation,2D,Story Rich,Pixel Graphics,Singleplayer,Indie,Investigation,Sci-fi,Sequel,Atmospheric,Sexual Content"
"Warhammer 40,000: Boltgun","FPS,Action,Warhammer 40K,Shooter,Pixel Graphics,Retro,Old School,First-Person,Gore,Arcade,1990's,Violent,Demons,Sci-fi,Singleplayer,Fantasy,Indie,Arena Shooter,Games Workshop"
Cyber Hunter,"Free to Play,Battle Royale,Massively Multiplayer,Action,FPS,Open World,Multiplayer,Survival,Co-op,Shooter,Third-Person Shooter,Controller,Anime,PvP,Third Person,Sexual Content,Cyberpunk,Character Customization,Nudity,Singleplayer"
WARNO,"Early Access,Wargame,Military,Real Time Tactics,Cold War,RTS,War,Strategy,Tanks,Artificial Intelligence,Real-Time,PvP,Turn-Based Strategy,Alternate History,Historical,Tactical,Simulation,Realistic,Bullet Time,Team-Based"
Incredibox,"Casual,Rhythm,Cartoony,2D,Stylized,Audio Production,Family Friendly,Music,Relaxing,Singleplayer,Music-Based Procedural Generation,Indie,Education,Minimalist,Great Soundtrack"
Deadside,"Survival,Open World,Multiplayer,Open World Survival Craft,Massively Multiplayer,Base Building,Action,Post-apocalyptic,Crafting,Adventure,Shooter,PvP,FPS,Realistic,Singleplayer,Early Access,First-Person,Indie,Violent,Gore"
Disco Elysium - The Final Cut,"RPG,Story Rich,Choices Matter,Detective,Isometric,Atmospheric,Singleplayer,CRPG,Point & Click,Noir,Surreal,Indie,Adventure,Exploration,Funny,Visual Novel,Open World,Character Customization,Political,Sexual Content"
Dice Kingdoms,"Early Access,Board Game,City Builder,PvP,Multiplayer,Strategy,Medieval,Turn-Based,Turn-Based Strategy,Auto Battler,3D,Base Building,Action,Management,Minimalist,Stylized,Building,Singleplayer,Colorful,Indie"
TEKKEN 7,"Fighting,Action,Multiplayer,Competitive,Arcade,Local Multiplayer,Controller,Great Soundtrack,Singleplayer,3D Fighter,eSports,Sports,Character Customization,Difficult,Anime,Story Rich,Beat 'em up,Third Person,2D Fighter,Atmospheric"
Farming Simulator 17,"Farming Sim,Simulation,Automobile Sim,Multiplayer,Agriculture,Open World,Realistic,Economy,Driving,Moddable,Singleplayer,Management,First-Person,Co-op,Online Co-Op,Family Friendly,Third Person,Sandbox,Strategy,Great Soundtrack"
Neverwinter,"Free to Play,MMORPG,RPG,Massively Multiplayer,Adventure,Multiplayer,Fantasy,Action,Open World,Character Customization,Co-op,Dungeons & Dragons,PvP,Dragons,Action RPG,PvE,Third Person,Hack and Slash,Atmospheric,Zombies"
CASE 2: Animatronics Survival,"Horror,FPS,Robots,Stealth,PvP,Psychological Horror,Action-Adventure,First-Person,Difficult,Story Rich,Simulation,Action,Multiplayer,Atmospheric,Survival Horror,Supernatural,Co-op,Adventure,Singleplayer,Massively Multiplayer"
SharpShooter3D,"Action,FPS,Shooter,First-Person,3D,1990's,Dystopian,Crime,Dark,Old School,Political,Retro,Combat,Story Rich,Nonlinear,Female Protagonist,6DOF,Singleplayer,Gore,Violent"
Super Animal Royale,"Battle Royale,Free to Play,Cute,Multiplayer,Casual,Online Co-Op,Funny,Shooter,Massively Multiplayer,Character Customization,Co-op,Top-Down Shooter,Indie,Action,PvP,Lore-Rich,Family Friendly,Survival,Colorful,Adventure"
Ultimate Admiral: Dreadnoughts,"Naval Combat,Naval,Wargame,Military,Building,Historical,Simulation,Strategy,World War II,War,World War I,Grand Strategy,RTS,Turn-Based Strategy,Strategy RPG,Submarine,Sandbox,RPG,Economy,Realistic"
Old World,"Strategy,Simulation,Grand Strategy,Historical,4X,Turn-Based Strategy,Tactical,Management,War,Sandbox,Turn-Based,Turn-Based Tactics,Singleplayer,Multiplayer,Co-op,Moddable,Military,Economy,Turn-Based Combat,Replay Value"
Internet Cafe Simulator 2,"Simulation,Management,Exploration,3D,Memes,Sandbox,First-Person,Arcade,Life Sim,Immersive Sim,Realistic,Singleplayer,Economy,Atmospheric,Sexual Content,Hacking,Funny,Open World,Indie,Multiple Endings"
Pavlov VR,"VR,Shooter,Action,Multiplayer,FPS,Military,Zombies,Gore,First-Person,Singleplayer,Funny,Violent,Co-op,Competitive,Indie,Memes,Team-Based,PvP,Simulation,Early Access"
GUILTY GEAR -STRIVE-,"2D Fighter,Fighting,Anime,Great Soundtrack,2.5D,PvP,Arcade,Lore-Rich,2D,Action,3D,Story Rich,Multiplayer,Fantasy,Local Multiplayer,Combat,Drama,Cinematic,Casual,Singleplayer"
AI＊Shoujo/AI＊少女,"Sexual Content,Nudity,Mature,NSFW,Simulation,Character Customization,Hentai,FPS,Dating Sim,Anime,Survival,Building,Sandbox,Singleplayer,Third Person,Artificial Intelligence,Exploration,Base Building,3D,Third-Person Shooter"
Root,"Board Game,Strategy,Tabletop,War,Wargame,Cute,Indie,Simulation,PvP,Turn-Based Strategy,Singleplayer,Touch-Friendly,Asynchronous Multiplayer,Multiplayer,Card Game,Early Access,Puzzle,Solitaire,Top-Down,Cartoony"
A Dance of Fire and Ice,"Rhythm,Music,Difficult,Indie,Great Soundtrack,Singleplayer,Level Editor,2D,Action,Psychological Horror,Casual,Games Workshop,Atmospheric,Horror,Multiplayer,Souls-like,Co-op"
Endzone - A World Apart,"City Builder,Strategy,Survival,Post-apocalyptic,Simulation,Base Building,Indie,Building,Colony Sim,Sandbox,Management,Singleplayer,Resource Management,Economy,Real-Time,Difficult,Procedural Generation,Realistic,Atmospheric,Early Access"
Unturned,"Free to Play,Survival,Zombies,Multiplayer,Open World,Co-op,Crafting,Sandbox,Adventure,Shooter,First-Person,Post-apocalyptic,Looter Shooter,Action,FPS,Singleplayer,Massively Multiplayer,Atmospheric,Indie,Casual"
Slime Rancher,"Cute,Exploration,Adventure,Singleplayer,Open World,First-Person,Colorful,Funny,Sandbox,Simulation,Casual,Management,Fantasy,Indie,Family Friendly,Great Soundtrack,Female Protagonist,Early Access,Action,FPS"
,
Starbound,"Open World Survival Craft,Sandbox,Survival,Adventure,Space,Crafting,Online Co-Op,Pixel Graphics,Multiplayer,Open World,Relaxing,Exploration,Indie,2D,Action,Building,Co-op,RPG,Atmospheric,Sci-fi"
,
ICARUS,"Survival,Open World Survival Craft,Online Co-Op,Multiplayer,Base Building,Crafting,Exploration,Building,Open World,Co-op,First-Person,PvE,Space,Mining,Realistic,Third Person,Sandbox,Adventure,Nature,Science"
Warhammer: End Times - Vermintide,"Action,Online Co-Op,Co-op,Dark Fantasy,First-Person,Gore,Games Workshop,Multiplayer,FPS,Fantasy,Hack and Slash,Atmospheric,Action RPG,Survival,RPG,Adventure,Singleplayer,Indie,Horror,Female Protagonist"
Kenshi,"Open World,Sandbox,RPG,Survival,Strategy,Building,Base Building,Post-apocalyptic,Crafting,Singleplayer,City Builder,Indie,Simulation,Adventure,Management,RTS,Ninja,Character Customization,Alternate History,Steampunk"
Counter-Strike,"Action,FPS,Multiplayer,Shooter,Classic,Team-Based,First-Person,Competitive,Tactical,1990's,eSports,PvP,Old School,Military,Strategy,Survival,Score Attack,1980s,Assassin,Nostalgia"
The Riftbreaker,"Base Building,Tower Defense,Survival,Strategy,Hack and Slash,Crafting,Resource Management,Sci-fi,Building,Action RPG,Adventure,Exploration,RPG,Isometric,Simulation,Sandbox,Loot,Action,Atmospheric,Mechs"
Need for Drive - Open World Multiplayer Racing,"Racing,Sports,Driving,Automobile Sim,Management,Open World,Cute,Funny,Multiple Endings,Simulation,Third Person,Casual,Family Friendly,Realistic,Atmospheric,Comedy,Multiplayer,Old School,Massively Multiplayer,Singleplayer"
Viscera Cleanup Detail,"Simulation,Gore,Multiplayer,Co-op,First-Person,Funny,Indie,Physics,Sci-fi,Comedy,Space,Singleplayer,Horror,Blood,Casual,Walking Simulator,Sandbox,Parody,Adventure,Relaxing"
Oxygen Not Included,"Colony Sim,Base Building,Survival,Resource Management,Building,Singleplayer,Management,Simulation,2D,Sandbox,Strategy,Space,Indie,Sci-fi,Exploration,Difficult,Open World,Adventure,Multiplayer,Space Sim"
